Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2014-11-21","12889776540331.31","5076654326113.95","17966430866445.26","1","2015","1","2014","4","11","21"
"2014-11-20","12888587001199.85","5077803051705.69","17966390052905.54","1","2015","1","2014","4","11","20"
"2014-11-19","12881762540736.62","5074099219053.50","17955861759790.12","1","2015","1","2014","4","11","19"
"2014-11-18","12880369792235.66","5085483690728.00","17965853482963.66","1","2015","1","2014","4","11","18"
"2014-11-17","12879074922148.99","5076112435966.75","17955187358115.74","1","2015","1","2014","4","11","17"
"2014-11-14","12874018828402.34","5072209599014.42","17946228427416.76","1","2015","1","2014","4","11","14"
"2014-11-13","12872812914521.72","5068593660621.66","17941406575143.38","1","2015","1","2014","4","11","13"
"2014-11-12","12865785085508.34","5070854619867.12","17936639705375.46","1","2015","1","2014","4","11","12"
"2014-11-10","12865642582882.83","5076836390791.75","17942478973674.58","1","2015","1","2014","4","11","10"
"2014-11-07","12865689374394.94","5071927662298.15","17937617036693.09","1","2015","1","2014","4","11","07"
"2014-11-06","12865216206036.87","5072945427916.20","17938161633953.07","1","2015","1","2014","4","11","06"
"2014-11-05","12855176619441.79","5068314756912.24","17923491376354.03","1","2015","1","2014","4","11","05"
"2014-11-04","12854874925333.64","5067453325356.36","17922328250690.00","1","2015","1","2014","4","11","04"
"2014-11-03","12854733658688.06","5053727881262.81","17908461539950.87","1","2015","1","2014","4","11","03"
"2014-10-31","12857056287256.22","5080104107616.38","17937160394872.60","1","2015","1","2014","4","10","31"
"2014-10-30","12818483097860.62","5095942428857.43","17914425526718.05","1","2015","1","2014","4","10","30"
"2014-10-29","12809195683302.02","5095804026760.16","17904999710062.18","1","2015","1","2014","4","10","29"
"2014-10-28","12809230658369.42","5096875454655.46","17906106113024.88","1","2015","1","2014","4","10","28"
"2014-10-27","12808179514648.82","5091523540343.56","17899703054992.38","1","2015","1","2014","4","10","27"
"2014-10-24","12808195415913.45","5090495605441.69","17898691021355.14","1","2015","1","2014","4","10","24"
"2014-10-23","12807935469790.12","5091065695367.86","17899001165157.98","1","2015","1","2014","4","10","23"
"2014-10-22","12808536142324.44","5089867263485.48","17898403405809.92","1","2015","1","2014","4","10","22"
"2014-10-21","12808818639515.39","5100855224519.26","17909673864034.65","1","2015","1","2014","4","10","21"
"2014-10-20","12808334556859.93","5096635024021.69","17904969580881.62","1","2015","1","2014","4","10","20"
"2014-10-17","12808641566086.66","5094728728812.16","17903370294898.82","1","2015","1","2014","4","10","17"
"2014-10-16","12807513640600.22","5091802443953.15","17899316084553.37","1","2015","1","2014","4","10","16"
"2014-10-15","12798043750541.28","5088921102925.57","17886964853466.85","1","2015","1","2014","4","10","15"
"2014-10-14","12771134122165.25","5090082256424.62","17861216378589.87","1","2015","1","2014","4","10","14"
"2014-10-10","12770890995580.25","5087589033910.03","17858480029490.28","1","2015","1","2014","4","10","10"
"2014-10-09","12770195423986.89","5089388250010.62","17859583673997.51","1","2015","1","2014","4","10","09"
"2014-10-08","12772555086932.88","5087246955591.77","17859802042524.65","1","2015","1","2014","4","10","08"
"2014-10-07","12771826014536.22","5095873019629.45","17867699034165.67","1","2015","1","2014","4","10","07"
"2014-10-06","12770376115302.12","5092628882770.91","17863004998073.03","1","2015","1","2014","4","10","06"
"2014-10-03","12771061129690.74","5087449584028.60","17858510713719.34","1","2015","1","2014","4","10","03"
"2014-10-02","12771249250966.16","5101698442210.51","17872947693176.67","1","2015","1","2014","4","10","02"
"2014-10-01","12781306994916.93","5093951096290.15","17875258091207.08","1","2015","1","2014","4","10","01"
"2014-09-30","12784971238978.02","5039100141755.80","17824071380733.82","1","2014","4","2014","3","09","30"
"2014-09-29","12752783777181.51","5028704124118.66","17781487901300.17","1","2014","4","2014","3","09","29"
"2014-09-26","12752684282914.80","5034850812999.31","17787535095914.11","1","2014","4","2014","3","09","26"
"2014-09-25","12739573194620.51","5001995364242.19","17741568558862.70","1","2014","4","2014","3","09","25"
"2014-09-24","12750885927747.27","5001904755361.54","17752790683108.81","1","2014","4","2014","3","09","24"
"2014-09-23","12750185043176.17","5009601230986.98","17759786274163.15","1","2014","4","2014","3","09","23"
"2014-09-22","12749553456669.69","5002529131302.31","17752082587972.00","1","2014","4","2014","3","09","22"
"2014-09-19","12749569512765.39","4999434842122.45","17749004354887.84","1","2014","4","2014","3","09","19"
"2014-09-18","12749714689239.07","5000106024508.76","17749820713747.83","1","2014","4","2014","3","09","18"
"2014-09-17","12767522798389.80","4997219915398.95","17764742713788.75","1","2014","4","2014","3","09","17"
"2014-09-16","12767449364594.88","5003428859758.92","17770878224353.80","1","2014","4","2014","3","09","16"
"2014-09-15","12766111969567.42","4994627819195.20","17760739788762.62","1","2014","4","2014","3","09","15"
"2014-09-12","12752541754803.67","4988628889041.19","17741170643844.86","1","2014","4","2014","3","09","12"
"2014-09-11","12752132119638.09","4989976850435.28","17742108970073.37","1","2014","4","2014","3","09","11"
"2014-09-10","12765874158544.98","4987665290983.83","17753539449528.81","1","2014","4","2014","3","09","10"
"2014-09-09","12765617643203.47","4999102763385.61","17764720406589.08","1","2014","4","2014","3","09","09"
"2014-09-08","12765617805661.65","4992266242786.40","17757884048448.05","1","2014","4","2014","3","09","08"
"2014-09-05","12765991103228.34","4990864942591.11","17756856045819.45","1","2014","4","2014","3","09","05"
"2014-09-04","12766171958782.02","4988295610447.69","17754467569229.71","1","2014","4","2014","3","09","04"
